article,type
https://www.dailymail.co.uk/sport/tennis/article-6152383/Novak-Djokovic-empathises-umpire-Serena-Williams-doesnt-believe-sexism-play.html,sport
https://www.dailymail.co.uk/tvshowbiz/article-6045809/ITS-FRIDAY-FILM-Meet-mega-Jaws-chased-tough-guy-Jason-Statham-says-BRIAN-VINER.html,tvshowbiz
https://www.dailymail.co.uk/tvshowbiz/article-6045855/ITS-FRIDAY-FILM-Wham-bam-thank-John-Hamm-gripping-Negotiator-says-BRIAN-VINER.html,tvshowbiz
https://www.dailymail.co.uk/tvshowbiz/article-6092859/ITS-FRIDAY-MUSIC-Autumn-bonanza-Prince-Cher-Macca-leading-way-upcoming-releases.html,tvshowbiz
https://www.dailymail.co.uk/tvshowbiz/article-6092999/Spike-Lees-tale-racism-1970s-America-cracking-movie-says-TOBY-YOUNG.html,tvshowbiz
https://www.dailymail.co.uk/tvshowbiz/article-6112011/BRIAN-VINER-reviews-Man-star-Claire-Foy-reigns-supreme-red-carpet.html,tvshowbiz
https://www.dailymail.co.uk/tvshowbiz/article-6116169/BAZ-BAMIGBOYE-New-Downton-Abbey-film-star-Jim-Carter-Imelda-Staunton.html,tvshowbiz
https://www.dailymail.co.uk/tvshowbiz/article-6116171/BAZ-BAMIGBOYE-Sophie-Cookson-portray-party-girl-Christine-Keeler-Profumo-Affair-drama.html,tvshowbiz
https://www.dailymail.co.uk/tvshowbiz/article-6116775/Queen-Olivia-right-royal-hoot-BRIAN-VINER-reviews-Colemans-new-film.html,tvshowbiz
https://www.dailymail.co.uk/tvshowbiz/article-6141327/BRIAN-VINER-Puzzle-real-charmer.html,tvshowbiz
https://www.dailymail.co.uk/tvshowbiz/article-6141333/BAZ-BAMIGBOYE-Kidman-ditches-glamour-drug-addled-Los-Angeles-deputy-sheriff.html,tvshowbiz
https://www.dailymail.co.uk/tvshowbiz/article-6141367/Emma-Stones-beef-ripe-royal-role-gorgeously-outrageous-film-Favourite.html,tvshowbiz
https://www.dailymail.co.uk/tvshowbiz/article-6151973/Rose-McGowan-insists-no-stake-fight-against-Harvey-Weinstein-GQ-interview.html,tvshowbiz
https://www.dailymail.co.uk/tvshowbiz/article-6152853/Nicki-Minaj-breaks-silence-Cardi-B-fight-says-humiliated-mortified.html,tvshowbiz
https://www.dailymail.co.uk/tvshowbiz/article-6152913/Love-Islands-Alexandra-Cane-shows-curves-white-bikini.html,tvshowbiz
https://www.dailymail.co.uk/tvshowbiz/article-6152987/CBB-final-Chloe-Ayling-endures-awkward-reunion-Jermaine-Pennant.html,tvshowbiz
https://www.dailymail.co.uk/tvshowbiz/article-6153009/Celebrity-Big-Brother-Gabby-Allen-discusses-friendly-relationship-Dan-Osborne-eviction.html,tvshowbiz
https://www.dailymail.co.uk/tvshowbiz/article-6153269/TV-Choice-Awards-Ant-Dec-win-big-despite-no-amid-McPartlins-personal-woes.html,tvshowbiz
https://www.dailymail.co.uk/tvshowbiz/article-6153325/Celebrity-Big-Brother-Ryan-Thomas-young-family-members-support.html,tvshowbiz
https://www.dailymail.co.uk/tvshowbiz/article-6153419/CBB-final-Lucy-Mecklenburgh-beams-supports-beau-Ryan-Thomas-following-win.html,tvshowbiz
https://www.dailymail.co.uk/tvshowbiz/index.rss,tvshowbiz
